city,state_code,total,virus,virus_p
Abbeville,LA,7215,32,0.004
Arnaudville,LA,7513,3456,0.460
Avery Island,LA,3040,2637,0.867
Baldwin,LA,273,0,0.000
Basile,LA,7825,509,0.065
Branch,LA,4803,2288,0.476
Breaux Bridge,LA,9419,2767,0.294
Broussard,LA,268,193,0.720
Cade,LA,3101,1415,0.456
Carencro,LA,2727,204,0.075
Cecilia,LA,5091,4475,0.879
Centerville,LA,5304,5095,0.961
Charenton,LA,6168,2616,0.424
Chataignier,LA,2442,844,0.346
Church Point,LA,1699,1167,0.687
Crowley,LA,6044,5911,0.978
Crowley,LA,3046,886,0.291
Delcambre,LA,7441,1871,0.251
Duson,LA,8244,4207,0.510
Egan,LA,5538,414,0.075
Elton,LA,8542,4538,0.531
Erath,LA,5840,4966,0.850
Estherwood,LA,9754,8242,0.845
Eunice,LA,4298,3313,0.771
Evangeline,LA,1126,986,0.876
Franklin,LA,2401,1319,0.549
Garden City,LA,2470,1437,0.582
Grand Coteau,LA,9475,4083,0.431
Gueydan,LA,2398,877,0.366
Iota,LA,2855,198,0.069
Jeanerette,LA,3038,1071,0.353
Jennings,LA,1747,996,0.570
Kaplan,LA,4197,1365,0.325
Lake Arthur,LA,4455,809,0.182
Lawtell,LA,6523,2708,0.415
Leonville,LA,8900,8567,0.963
Loreauville,LA,7313,6857,0.938
Mamou,LA,2292,393,0.171
Maurice,LA,9332,3646,0.391
Mermentau,LA,9269,8459,0.913
Milton,LA,3291,282,0.086
Morse,LA,9536,7494,0.786
New Iberia,LA,4198,955,0.227
New Iberia,LA,6541,1535,0.235
New Iberia,LA,5461,1443,0.264
Lydia,LA,1084,920,0.849
Opelousas,LA,7662,1762,0.230
Opelousas,LA,8686,5240,0.603
Perry,LA,2227,1020,0.458
Pine Prairie,LA,4109,3106,0.756
Port Barre,LA,2837,1630,0.575
Rayne,LA,6174,5846,0.947
Reddell,LA,7021,6195,0.882
Roanoke,LA,6662,4085,0.613
Saint Martinville,LA,907,125,0.138
Scott,LA,2859,538,0.188
Sunset,LA,2546,1532,0.602
Turkey Creek,LA,4996,3365,0.674
Ville Platte,LA,5057,838,0.166
Washington,LA,9692,1265,0.131
Welsh,LA,5707,5454,0.956
Youngsville,LA,8476,433,0.051
Lafayette,LA,7842,1068,0.136
Lafayette,LA,3169,475,0.150
Lafayette,LA,7904,4901,0.620
Lafayette,LA,3924,3275,0.835
Lake Charles,LA,7965,2348,0.295
Lake Charles,LA,6634,3069,0.463
Lake Charles,LA,8782,7543,0.859
Lake Charles,LA,6900,2954,0.428
Lake Charles,LA,5358,4704,0.878
Lake Charles,LA,8316,2282,0.274
Lake Charles,LA,7047,6872,0.975
Lake Charles,LA,5110,2241,0.439
Lake Charles,LA,6054,2912,0.481
Lake Charles,LA,7343,1962,0.267
Lake Charles,LA,1903,883,0.464
Bell City,LA,3081,1310,0.425
Cameron,LA,824,507,0.615
Creole,LA,8212,6848,0.834
Dequincy,LA,4341,1997,0.460
Deridder,LA,7727,7200,0.932
Dry Creek,LA,4440,4253,0.958
Elizabeth,LA,6949,3917,0.564
Evans,LA,5717,4122,0.721
Fenton,LA,9052,1558,0.172
Grand Chenier,LA,865,422,0.488
Grant,LA,9186,2404,0.262
Hackberry,LA,9177,314,0.034
Hayes,LA,3162,2975,0.941
Iowa,LA,8761,2563,0.293
Kinder,LA,6292,3876,0.616
Lacassine,LA,7262,1121,0.154
Leblanc,LA,5231,4066,0.777
Longville,LA,4007,1761,0.439
Merryville,LA,7469,4840,0.648
Mittie,LA,8073,3816,0.473
Oberlin,LA,1555,1478,0.950
Pitkin,LA,2258,1769,0.783
Ragley,LA,2918,1286,0.441
Reeves,LA,1024,987,0.964
Rosepine,LA,1133,884,0.780
Singer,LA,2071,1226,0.592
Starks,LA,8872,7305,0.823
Sugartown,LA,7759,3771,0.486
Sulphur,LA,7995,1343,0.168
Sulphur,LA,4677,1043,0.223
Sulphur,LA,953,679,0.712
Vinton,LA,8817,2385,0.271
Westlake,LA,6275,5255,0.837
Baker,LA,6756,968,0.143
Denham Springs,LA,182,79,0.434
Gonzales,LA,8067,3717,0.461
Addis,LA,6871,6773,0.986
Albany,LA,4614,830,0.180
Angola,LA,7654,5189,0.678
Baker,LA,367,110,0.300
Batchelor,LA,3160,304,0.096
Brittany,LA,4697,223,0.047
Brusly,LA,6154,3392,0.551
Carville,LA,6388,5278,0.826
Clinton,LA,1985,96,0.048
Convent,LA,8545,6348,0.743
Darrow,LA,4319,1616,0.374
Denham Springs,LA,2289,211,0.092
Denham Springs,LA,111,56,0.505
Duplessis,LA,6291,1819,0.289
Erwinville,LA,7636,5649,0.740
Ethel,LA,3840,2626,0.684
Fordoche,LA,1590,1301,0.818
French Settlement,LA,63,43,0.683
Geismar,LA,3277,2117,0.646
Glynn,LA,4683,238,0.051
Gonzales,LA,1397,1207,0.864
Burnside,LA,201,12,0.060
Greenwell Springs,LA,647,392,0.606
Grosse Tete,LA,2089,1832,0.877
Hester,LA,8010,130,0.016
Holden,LA,4812,2159,0.449
Innis,LA,1951,595,0.305
Jackson,LA,9403,5741,0.611
Jarreau,LA,3909,479,0.123
Krotz Springs,LA,5563,4274,0.768
Lakeland,LA,6238,2982,0.478
Lettsworth,LA,6768,5702,0.842
Livingston,LA,1968,1422,0.723
Livonia,LA,4363,3273,0.750
Lottie,LA,6684,1650,0.247
Maringouin,LA,3106,1076,0.346
Morganza,LA,523,477,0.912
New Roads,LA,5664,3288,0.581
Norwood,LA,8080,1532,0.190
Oscar,LA,7917,7246,0.915
Paulina,LA,4881,2045,0.419
Plaquemine,LA,8032,1435,0.179
Plaquemine,LA,5551,166,0.030
Port Allen,LA,4276,1725,0.403
Prairieville,LA,1404,93,0.066
Pride,LA,6075,3190,0.525
Rosedale,LA,157,102,0.650
Rougon,LA,8087,3561,0.440
Saint Amant,LA,1327,1009,0.760
Saint Francisville,LA,3382,1878,0.555
Saint Gabriel,LA,6364,3253,0.511
Slaughter,LA,5183,4047,0.781
Sorrento,LA,7325,3749,0.512
Sunshine,LA,966,528,0.547
Tunica,LA,9426,7751,0.822
Ventress,LA,1565,236,0.151
Wakefield,LA,6232,5126,0.823
Walker,LA,7127,1362,0.191
Watson,LA,5530,5039,0.911
Weyanoke,LA,4010,1712,0.427
White Castle,LA,9054,2866,0.317
Wilson,LA,4151,2416,0.582
Zachary,LA,7917,853,0.108
Uncle Sam,LA,6549,2714,0.414
Baton Rouge,LA,1723,173,0.100
Baton Rouge,LA,6797,6377,0.938
Baton Rouge,LA,8848,5671,0.641
Baton Rouge,LA,8507,2332,0.274
Baton Rouge,LA,5072,1154,0.228
Baton Rouge,LA,807,766,0.949
Baton Rouge,LA,31,20,0.645
Baton Rouge,LA,1975,187,0.095
Baton Rouge,LA,6508,6039,0.928
Baton Rouge,LA,2670,2258,0.846
Baton Rouge,LA,5055,2683,0.531
Baton Rouge,LA,4554,2567,0.564
Baton Rouge,LA,717,608,0.848
Baton Rouge,LA,4778,114,0.024
Baton Rouge,LA,4929,2157,0.438
Baton Rouge,LA,1899,310,0.163
Baton Rouge,LA,2675,2588,0.967
Baton Rouge,LA,8458,6734,0.796
Baton Rouge,LA,7554,2732,0.362
Baton Rouge,LA,6882,2920,0.424
Baton Rouge,LA,9608,1562,0.163
Baton Rouge,LA,4492,3328,0.741
Baton Rouge,LA,3955,327,0.083
Baton Rouge,LA,8395,6330,0.754
Baton Rouge,LA,4892,1137,0.232
Baton Rouge,LA,6381,752,0.118
Baton Rouge,LA,7729,7506,0.971
Baton Rouge,LA,5177,5094,0.984
Baton Rouge,LA,1709,257,0.150
Baton Rouge,LA,9271,4957,0.535
Baton Rouge,LA,8686,1872,0.216
Baton Rouge,LA,6639,6450,0.972
Baton Rouge,LA,8837,6870,0.777
Baton Rouge,LA,2116,1528,0.722
Baton Rouge,LA,1016,281,0.277
Baton Rouge,LA,2477,1337,0.540
Baton Rouge,LA,4983,1168,0.234
Baton Rouge,LA,9030,5596,0.620
Baton Rouge,LA,7516,4422,0.588
Baton Rouge,LA,3917,2828,0.722
Baton Rouge,LA,5525,5292,0.958
Baton Rouge,LA,9832,9011,0.916
Baton Rouge,LA,3057,575,0.188
Arcadia,LA,9712,2944,0.303
Ashland,LA,1896,1354,0.714
Athens,LA,8508,7650,0.899
Belcher,LA,8526,6790,0.796
Benton,LA,8636,1914,0.222
Bethany,LA,5894,2926,0.496
Bienville,LA,6061,4635,0.765
Blanchard,LA,387,145,0.375
Castor,LA,8848,2323,0.263
Cotton Valley,LA,6699,3068,0.458
Coushatta,LA,9560,2426,0.254
Cullen,LA,2606,1355,0.520
Doyline,LA,2863,68,0.024
Dubberly,LA,3705,2655,0.717
Frierson,LA,7650,6288,0.822
Gibsland,LA,8084,1194,0.148
Gilliam,LA,6285,4324,0.688
Gloster,LA,4931,1571,0.319
Goldonna,LA,1972,446,0.226
Grand Cane,LA,5398,4334,0.803
Greenwood,LA,4330,3707,0.856
Hall Summit,LA,4149,1593,0.384
Haughton,LA,7329,3265,0.445
Haynesville,LA,948,791,0.834
Heflin,LA,6210,1303,0.210
Homer,LA,8309,6929,0.834
Hosston,LA,8252,5482,0.664
Ida,LA,9171,8163,0.890
Jamestown,LA,5530,3063,0.554
Keatchie,LA,387,167,0.432
Keithville,LA,6396,4187,0.655
Lisbon,LA,8703,5911,0.679
Logansport,LA,8572,4432,0.517
Longstreet,LA,7086,3057,0.431
Elm Grove,LA,3035,314,0.103
Mansfield,LA,8939,8871,0.992
Minden,LA,9013,8164,0.906
Minden,LA,2190,1466,0.669
Mooringsport,LA,2837,903,0.318
Oil City,LA,8340,1541,0.185
Pelican,LA,2275,999,0.439
Plain Dealing,LA,2604,1726,0.663
Pleasant Hill,LA,6487,74,0.011
Powhatan,LA,9026,8801,0.975
Princeton,LA,6761,5453,0.807
Ringgold,LA,900,558,0.620
Rodessa,LA,8036,1161,0.144
Saline,LA,9214,2623,0.285
Sarepta,LA,3146,3055,0.971
Shongaloo,LA,113,13,0.115
Sibley,LA,3664,1005,0.274
Springhill,LA,8575,5069,0.591
Stonewall,LA,6026,83,0.014
Summerfield,LA,8485,3942,0.465
Taylor,LA,6347,2265,0.357
Vivian,LA,9,3,0.333
Shreveport,LA,3304,1163,0.352
Shreveport,LA,1499,1207,0.805
Shreveport,LA,4257,685,0.161
Shreveport,LA,5236,177,0.034
Shreveport,LA,1368,1025,0.749
Shreveport,LA,3952,3673,0.929
Shreveport,LA,3622,2712,0.749
Shreveport,LA,8017,3683,0.459
Shreveport,LA,9716,6226,0.641
Barksdale Afb,LA,5694,2549,0.448
Bossier City,LA,1678,885,0.527
Bossier City,LA,9228,819,0.089
Bossier City,LA,3991,2946,0.738
Shreveport,LA,6198,3400,0.549
Shreveport,LA,9407,5449,0.579
Shreveport,LA,2775,1822,0.657
Shreveport,LA,3527,3326,0.943
Shreveport,LA,2005,1678,0.837
Shreveport,LA,8579,3335,0.389
Shreveport,LA,9756,1583,0.162
Shreveport,LA,4423,3455,0.781
Shreveport,LA,7623,2077,0.272
Shreveport,LA,7111,7,0.001
Shreveport,LA,9887,885,0.090
Shreveport,LA,4504,429,0.095
Shreveport,LA,9358,442,0.047
Shreveport,LA,5492,1720,0.313
Shreveport,LA,9965,5020,0.504
Shreveport,LA,5080,410,0.081
Shreveport,LA,8466,6351,0.750
Shreveport,LA,6755,3373,0.499
Shreveport,LA,3872,622,0.161
Shreveport,LA,2776,812,0.293
Shreveport,LA,2222,1034,0.465
Shreveport,LA,3976,2037,0.512
Shreveport,LA,2102,345,0.164
Shreveport,LA,6505,6286,0.966
Shreveport,LA,3346,1699,0.508
Shreveport,LA,6075,4592,0.756
Bossier City,LA,2617,1328,0.507
Bossier City,LA,3380,3019,0.893
Monroe,LA,6012,2037,0.339
Monroe,LA,2099,1999,0.952
Monroe,LA,3336,3090,0.926
Monroe,LA,5879,1809,0.308
Monroe,LA,6085,2660,0.437
Monroe,LA,7336,2751,0.375
Monroe,LA,6334,6105,0.964
Monroe,LA,7020,1417,0.202
Monroe,LA,1903,632,0.332
Monroe,LA,8341,2424,0.291
Monroe,LA,6400,5703,0.891
Archibald,LA,9864,7935,0.804
Baskin,LA,2925,1385,0.474
Bastrop,LA,4156,219,0.053
Bastrop,LA,1753,1730,0.987
Bernice,LA,1015,956,0.942
Bonita,LA,9505,6152,0.647
Calhoun,LA,9847,1778,0.181
Chatham,LA,7446,5949,0.799
Choudrant,LA,2192,772,0.352
Collinston,LA,4216,2773,0.658
Crowville,LA,2710,979,0.361
Delhi,LA,9954,8958,0.900
Delta,LA,3308,3151,0.953
Downsville,LA,8157,676,0.083
Dubach,LA,5100,2502,0.491
Epps,LA,1788,401,0.224
Eros,LA,5476,298,0.054
Fairbanks,LA,2925,2398,0.820
Farmerville,LA,951,103,0.108
Forest,LA,1238,1124,0.908
Fort Necessity,LA,8741,8334,0.953
Grambling,LA,476,169,0.355
Hodge,LA,1534,433,0.282
Jigger,LA,6064,2200,0.363
Jones,LA,1505,1033,0.686
Jonesboro,LA,5587,3598,0.644
Kilbourne,LA,9294,8759,0.942
Lake Providence,LA,7292,5263,0.722
Lillie,LA,8132,4117,0.506
Mangham,LA,2265,1786,0.789
Marion,LA,6898,1588,0.230
Mer Rouge,LA,2929,72,0.025
Oak Grove,LA,9970,5720,0.574
Oak Ridge,LA,6596,455,0.069
Pioneer,LA,4149,1595,0.384
Quitman,LA,9239,9135,0.989
Rayville,LA,3856,1636,0.424
Ruston,LA,6687,538,0.080
Ruston,LA,8100,3467,0.428
Ruston,LA,7217,1267,0.176
Simsboro,LA,7126,5873,0.824
Sondheimer,LA,7967,3318,0.416
Spearsville,LA,4138,2823,0.682
Start,LA,144,96,0.667
Sterlington,LA,8533,5019,0.588
Swartz,LA,8895,6312,0.710
Tallulah,LA,9837,8036,0.817
Tallulah,LA,7774,6029,0.776
Transylvania,LA,2169,2153,0.993
West Monroe,LA,5966,4716,0.790
West Monroe,LA,46,24,0.522
West Monroe,LA,1863,936,0.502
Winnsboro,LA,6497,159,0.024
Alexandria,LA,3846,2415,0.628
Alexandria,LA,7759,327,0.042
Alexandria,LA,5692,4325,0.760
Alexandria,LA,6171,3538,0.573
Alexandria,LA,222,92,0.414
Alexandria,LA,5861,3107,0.530
Alexandria,LA,2885,829,0.287
Acme,LA,2618,1375,0.525
Bordelonville,LA,6379,976,0.153
Bunkie,LA,4526,3986,0.881
Center Point,LA,9408,4026,0.428
Chase,LA,5145,1743,0.339
Cheneyville,LA,41,20,0.488
Clayton,LA,7675,4868,0.634
Cottonport,LA,8600,3384,0.393
Deville,LA,9633,2650,0.275
Dupont,LA,2836,195,0.069
Echo,LA,659,356,0.540
Effie,LA,3864,1478,0.383
Evergreen,LA,6831,3983,0.583
Ferriday,LA,1094,995,0.910
Gilbert,LA,8512,8463,0.994
Hamburg,LA,768,82,0.107
Harrisonburg,LA,9757,3034,0.311
Hessmer,LA,2099,610,0.291
Jena,LA,5506,2919,0.530
Jonesville,LA,1936,92,0.048
Lebeau,LA,1258,688,0.547
Lecompte,LA,5758,783,0.136
Libuse,LA,902,346,0.384
Mansura,LA,6569,4743,0.722
Marksville,LA,4272,4192,0.981
Melville,LA,9302,3904,0.420
Monterey,LA,5157,1644,0.319
Moreauville,LA,8427,6790,0.806
Morrow,LA,4960,3664,0.739
Newellton,LA,148,15,0.101
Palmetto,LA,7782,2074,0.267
Pineville,LA,1669,35,0.021
Pineville,LA,4026,1819,0.452
Pineville,LA,2706,1947,0.720
Plaucheville,LA,115,73,0.635
Rhinehart,LA,63,62,0.984
Ruby,LA,3176,3168,0.997
Saint Joseph,LA,123,120,0.976
Saint Landry,LA,8225,2449,0.298
Sicily Island,LA,9872,768,0.078
Simmesport,LA,2833,869,0.307
Trout,LA,1496,50,0.033
Vidalia,LA,9127,6516,0.714
Waterproof,LA,7844,2922,0.373
Wildsville,LA,2452,184,0.075
Wisner,LA,1924,1679,0.873
Aimwell,LA,7580,6904,0.911
Anacoco,LA,8690,5760,0.663
Atlanta,LA,631,109,0.173
Ball,LA,9703,1973,0.203
Belmont,LA,263,251,0.954
Bentley,LA,8018,7806,0.974
Boyce,LA,2982,2063,0.692
Calvin,LA,8291,766,0.092
Campti,LA,3342,608,0.182
Clarence,LA,5114,1394,0.273
Clarks,LA,2323,1754,0.755
Cloutierville,LA,2996,2453,0.819
Colfax,LA,9757,7799,0.799
Columbia,LA,6124,3956,0.646
Converse,LA,8479,4570,0.539
Dodson,LA,8391,7010,0.835
Dry Prong,LA,9648,7443,0.771
Elmer,LA,1722,944,0.548
Enterprise,LA,3601,55,0.015
Fisher,LA,8479,1785,0.211
Flatwoods,LA,4492,3237,0.721
Flora,LA,7579,5095,0.672
Florien,LA,7518,3200,0.426
Forest Hill,LA,3813,2301,0.603
Gardner,LA,8660,6076,0.702
Georgetown,LA,9284,1392,0.150
Glenmora,LA,7412,7357,0.993
Gorum,LA,2176,131,0.060
Grayson,LA,3401,1735,0.510
Hineston,LA,5611,1007,0.179
Hornbeck,LA,436,13,0.030
Joyce,LA,5819,3507,0.603
Kelly,LA,5723,1376,0.240
Kurthwood,LA,1912,1117,0.584
Leesville,LA,9187,4151,0.452
Lena,LA,4842,2682,0.554
Longleaf,LA,4805,2324,0.484
Many,LA,6459,254,0.039
Marthaville,LA,9112,8164,0.896
Melrose,LA,4267,1899,0.445
Montgomery,LA,1289,912,0.708
Mora,LA,6337,1806,0.285
Natchez,LA,6189,793,0.128
Natchitoches,LA,1162,1146,0.986
Natchitoches,LA,9969,9028,0.906
Fort Polk,LA,5204,3364,0.646
Negreet,LA,8837,7895,0.893
Newllano,LA,5969,5365,0.899
Noble,LA,3164,2409,0.761
Oakdale,LA,7762,1565,0.202
Olla,LA,8309,2538,0.305
Otis,LA,4207,173,0.041
Pollock,LA,1603,1189,0.742
Provencal,LA,3265,1634,0.500
Robeline,LA,5989,3431,0.573
Saint Maurice,LA,8390,5462,0.651
Sieper,LA,6290,555,0.088
Sikes,LA,5129,4394,0.857
Simpson,LA,9543,438,0.046
Slagle,LA,575,423,0.736
Tioga,LA,4318,1706,0.395
Tullos,LA,7083,2966,0.419
Urania,LA,9562,6297,0.659
Winnfield,LA,3287,3266,0.994
Woodworth,LA,1621,468,0.289
Zwolle,LA,8419,7776,0.924
Leesville,LA,787,510,0.648
Natchitoches,LA,5485,4702,0.857
Pine Bluff,AR,6984,6020,0.862
White Hall,AR,1295,589,0.455
Pine Bluff,AR,9385,6688,0.713
Pine Bluff,AR,6705,3855,0.575
White Hall,AR,1804,552,0.306
Pine Bluff,AR,6107,2265,0.371
Arkansas City,AR,3442,2442,0.709
Banks,AR,5160,159,0.031
Crossett,AR,1835,241,0.131
Dermott,AR,8493,7168,0.844
Dumas,AR,5676,4626,0.815
Eudora,AR,729,65,0.089
Fountain Hill,AR,2028,1017,0.501
Gould,AR,6368,5655,0.888
Grady,AR,5198,4017,0.773
Hamburg,AR,561,176,0.314
Hermitage,AR,3704,2935,0.792
Jersey,AR,5977,1285,0.215
Kingsland,AR,1728,1393,0.806
Lake Village,AR,9424,4499,0.477
Mc Gehee,AR,2363,1427,0.604
Monticello,AR,1369,1200,0.877
Monticello,AR,1973,261,0.132
Monticello,AR,7342,1833,0.250
Montrose,AR,104,10,0.096
Moscow,AR,4333,4121,0.951
New Edinburg,AR,3621,1698,0.469
Parkdale,AR,2386,868,0.364
Pickens,AR,1583,88,0.056
Portland,AR,5024,907,0.181
Rison,AR,9751,9544,0.979
Mc Gehee,AR,3872,1931,0.499
Star City,AR,8284,2814,0.340
Tillar,AR,8094,3776,0.467
Warren,AR,2784,1695,0.609
Watson,AR,6444,1817,0.282
Wilmar,AR,5223,3594,0.688
Wilmot,AR,6102,4414,0.723
Winchester,AR,3132,1028,0.328
Yorktown,AR,4280,310,0.072
Camden,AR,2537,396,0.156
Camden,AR,6128,1206,0.197
Bearden,AR,3930,952,0.242
Beirne,AR,8037,447,0.056
Bluff City,AR,3471,564,0.162
Calion,AR,8360,1529,0.183
Carthage,AR,7994,361,0.045
Chidester,AR,3064,1118,0.365
Curtis,AR,9667,5283,0.546
El Dorado,AR,4356,4354,1.000
El Dorado,AR,1383,949,0.686
Emerson,AR,7599,6982,0.919
Fordyce,AR,5527,3221,0.583
Gurdon,AR,1884,269,0.143
Hampton,AR,3620,1957,0.541
Harrell,AR,6237,247,0.040
Huttig,AR,2754,311,0.113
Ivan,AR,1886,109,0.058
Junction City,AR,9716,355,0.037
Lawson,AR,8106,656,0.081
Louann,AR,2422,1395,0.576
Mc Neil,AR,5270,2406,0.457
Magnolia,AR,5538,39,0.007
Magnolia,AR,3639,3385,0.930
Mount Holly,AR,7884,4046,0.513
Norphlet,AR,5589,450,0.081
Smackover,AR,7209,1904,0.264
Sparkman,AR,2174,101,0.046
Stephens,AR,4079,3088,0.757
Strong,AR,7972,6965,0.874
Thornton,AR,8538,1207,0.141
Urbana,AR,6437,3989,0.620
Waldo,AR,6176,51,0.008
Whelen Springs,AR,1688,1223,0.725
Hope,AR,2973,2438,0.820
Hope,AR,7301,7128,0.976
Alleene,AR,1692,875,0.517
Ashdown,AR,6425,1463,0.228
Ben Lomond,AR,339,133,0.392
Blevins,AR,279,65,0.233
Bradley,AR,4050,3764,0.929
Buckner,AR,479,181,0.378
Cale,AR,1802,356,0.198
Columbus,AR,850,760,0.894
De Queen,AR,779,116,0.149
Dierks,AR,3985,806,0.202
Doddridge,AR,3535,385,0.109
Emmet,AR,9334,4026,0.431
Foreman,AR,4072,1515,0.372
Fouke,AR,6167,3368,0.546
Fulton,AR,5653,2231,0.395
Garland City,AR,1473,1464,0.994
Genoa,AR,6528,4913,0.753
Gillham,AR,647,511,0.790
Horatio,AR,9655,7993,0.828
Laneburg,AR,987,3,0.003
Lewisville,AR,2779,1543,0.555
Lockesburg,AR,4927,4823,0.979
Mc Caskill,AR,4262,1120,0.263
Mineral Springs,AR,9399,1727,0.184
Nashville,AR,5931,4867,0.821
Ogden,AR,1437,1259,0.876
Texarkana,AR,7933,3194,0.403
Ozan,AR,4905,2776,0.566
Prescott,AR,1884,39,0.021
Rosston,AR,6342,1618,0.255
Saratoga,AR,1044,551,0.528
Stamps,AR,5090,4680,0.919
Taylor,AR,4810,2185,0.454
Washington,AR,1759,1673,0.951
Willisville,AR,1763,357,0.202
Wilton,AR,2698,1413,0.524
Winthrop,AR,9875,9822,0.995
Hot Springs National Park,AR,2196,2140,0.974
Hot Springs National Park,AR,1507,1374,0.912
Hot Springs National Park,AR,4021,1676,0.417
Hot Springs National Park,AR,8511,7340,0.862
Hot Springs Village,AR,2440,559,0.229
Hot Springs National Park,AR,9976,8786,0.881
Hot Springs National Park,AR,4068,2202,0.541
Alpine,AR,4740,2452,0.517
Amity,AR,5707,3490,0.612
Antoine,AR,3212,688,0.214
Arkadelphia,AR,7907,7440,0.941
Bismarck,AR,8708,4909,0.564
Board Camp,AR,377,94,0.249
Bonnerdale,AR,2262,1795,0.794
Caddo Gap,AR,2693,1106,0.411
Cove,AR,915,116,0.127
Delight,AR,3471,2248,0.648
Donaldson,AR,8009,5455,0.681
Friendship,AR,7803,5880,0.754
Glenwood,AR,3514,1617,0.460
Grannis,AR,6435,4331,0.673
Hatfield,AR,7412,7121,0.961
Jessieville,AR,7786,6468,0.831
Kirby,AR,5499,2611,0.475
Hot Springs National Park,AR,4306,1486,0.345
Langley,AR,1825,20,0.011
Mena,AR,11,4,0.364
Mountain Pine,AR,8216,6608,0.804
Mount Ida,AR,2044,36,0.018
Murfreesboro,AR,7723,4362,0.565
Newhope,AR,8495,2816,0.331
Norman,AR,7094,1922,0.271
Oden,AR,100,13,0.130
Okolona,AR,3486,510,0.146
Pearcy,AR,2283,557,0.244
Pencil Bluff,AR,5737,5331,0.929
Oden,AR,867,266,0.307
Royal,AR,5725,1508,0.263
Sims,AR,5168,2871,0.556
Story,AR,8962,3515,0.392
Umpire,AR,8503,4378,0.515
Vandervoort,AR,5321,5023,0.944
Wickes,AR,2361,2070,0.877
Arkadelphia,AR,840,321,0.382
Arkadelphia,AR,7042,2731,0.388
Adona,AR,6466,4168,0.645
Alexander,AR,3901,2929,0.751
Almyra,AR,4656,4262,0.915
Altheimer,AR,4641,1640,0.353
Amagon,AR,1508,1207,0.800
Augusta,AR,2022,636,0.315
Austin,AR,788,377,0.478
Bald Knob,AR,2632,1611,0.612
Bauxite,AR,4363,3581,0.821
Beebe,AR,353,126,0.357
Bee Branch,AR,6032,238,0.039
Beedeville,AR,4836,1709,0.353
Benton,AR,8927,2307,0.258
Bigelow,AR,8973,4106,0.458
Biscoe,AR,396,113,0.285
Benton,AR,865,294,0.340
Benton,AR,9685,6467,0.668
Bradford,AR,6562,6357,0.969
Brinkley,AR,4265,2561,0.600
Bryant,AR,2158,1502,0.696
Cabot,AR,4475,80,0.018
Carlisle,AR,4704,3307,0.703
Casa,AR,1303,113,0.087
Casscoe,AR,5988,3225,0.539
Center Ridge,AR,619,181,0.292
Choctaw,AR,5265,2387,0.453
Clarendon,AR,5269,371,0.070
Cleveland,AR,1863,180,0.097
Clinton,AR,3889,1757,0.452
Conway,AR,2705,271,0.100
Conway,AR,8606,3072,0.357
Conway,AR,9206,6138,0.667
Conway,AR,4087,1215,0.297
Cotton Plant,AR,4257,2956,0.694
Coy,AR,1480,726,0.491
Crocketts Bluff,AR,8134,5873,0.722
Damascus,AR,950,8,0.008
Des Arc,AR,6782,3742,0.552
De Valls Bluff,AR,7078,2320,0.328
De Witt,AR,7057,3264,0.463
Diaz,AR,8830,8165,0.925
Edgemont,AR,2938,1091,0.371
El Paso,AR,2412,100,0.041
England,AR,9260,5283,0.571
Enola,AR,249,51,0.205
Ethel,AR,209,136,0.651
Fox,AR,7003,1420,0.203
Garner,AR,703,591,0.841
College Station,AR,2095,1578,0.753
Gillett,AR,1886,1210,0.642
Grapevine,AR,5903,112,0.019
Greenbrier,AR,7821,4398,0.562
Gregory,AR,1553,387,0.249
Griffithville,AR,1180,516,0.437
Guy,AR,5979,3700,0.619
Hattieville,AR,930,69,0.074
Hazen,AR,1574,292,0.186
Hensley,AR,1109,885,0.798
Hickory Plains,AR,6612,3300,0.499
Higden,AR,6833,2921,0.427
Higginson,AR,3396,122,0.036
Holly Grove,AR,2749,1394,0.507
Houston,AR,6174,3151,0.510
Humnoke,AR,6873,1242,0.181
Humphrey,AR,2520,237,0.094
Hunter,AR,2531,1782,0.704
Jacksonport,AR,6988,3914,0.560
Jacksonville,AR,4635,2700,0.583
Jacksonville,AR,137,35,0.255
Jefferson,AR,8245,2080,0.252
Jerusalem,AR,6192,3861,0.624
Judsonia,AR,1990,1042,0.524
Kensett,AR,4423,3536,0.799
Keo,AR,3274,1542,0.471
Leola,AR,2051,343,0.167
Letona,AR,3244,3072,0.947
Lonoke,AR,5507,1963,0.356
Lonsdale,AR,4978,1471,0.296
Fairfield Bay,AR,679,204,0.300
Bryant,AR,1491,842,0.565
Little Rock Air Force Base,AR,7273,961,0.132
Mc Crory,AR,1102,723,0.656
Mc Rae,AR,9972,7532,0.755
Mabelvale,AR,3589,1151,0.321
Malvern,AR,5981,1744,0.292
Jones Mill,AR,4017,3389,0.844
Mayflower,AR,8672,3561,0.411
Menifee,AR,1314,530,0.403
Monroe,AR,9507,2227,0.234
Morrilton,AR,9930,5185,0.522
Mount Vernon,AR,1284,976,0.760
Newport,AR,4174,1466,0.351
Maumelle,AR,5793,200,0.035
North Little Rock,AR,276,67,0.243
North Little Rock,AR,9187,3702,0.403
North Little Rock,AR,3255,2045,0.628
North Little Rock,AR,8857,1287,0.145
North Little Rock,AR,923,669,0.725
North Little Rock,AR,7648,475,0.062
Sherwood,AR,3161,2641,0.835
Pangburn,AR,6807,2000,0.294
